seqName	begin	end
NC_036855.1	35528001	35529001
NW_019942925.1	128001	129001
NC_036856.1	13543001	13544001
NC_036858.1	1084001	1085001
NC_036874.1	3430001	3431001
NW_019943090.1	105001	106001
NW_019943193.1	14001	15001
NW_019943197.1	14001	15001
NW_019943382.1	17001	18001
NW_019943695.1	153001	154001
NW_019943246.1	232001	233001
NC_036838.1	52339001	52340001
NC_036843.1	5281001	5282001
NC_036843.1	13605001	13606001
NC_036845.1	19089001	19090001
NC_036847.1	20588001	20589001
NC_036848.1	15393001	15394001
NC_036849.1	26384001	26385001
NC_036850.1	16335001	16336001
NC_036852.1	11425001	11426001
NC_036854.1	43786001	43787001
NC_036855.1	49658001	49659001
NC_036856.1	8582001	8583001
NW_019944696.1	9001	10001
NC_036857.1	17813001	17814001
NC_036858.1	15194001	15195001
NC_036860.1	7897001	7898001
NC_036860.1	26515001	26516001
NC_036860.1	32711001	32712001
NC_036862.1	6747001	6748001
NC_036862.1	22389001	22390001
NC_036862.1	24230001	24231001
NC_036863.1	12468001	12469001
NC_036866.1	9090001	9091001
NW_019944865.1	43001	44001
NC_036867.1	9941001	9942001
NC_036868.1	27349001	27350001
NC_036870.1	13227001	13228001
NC_036874.1	15117001	15118001
NC_036875.1	6208001	6209001
NC_036875.1	9806001	9807001
NC_036875.1	16315001	16316001
NW_019945363.1	10001	11001
NW_019946856.1	29001	30001
NW_019947099.1	21001	22001
NC_036850.1	30001	31001
NC_036850.1	7487001	7488001
NC_036858.1	34309001	34310001
NC_036860.1	10197001	10198001
NC_036863.1	46467001	46468001
NC_036872.1	19027001	19028001
NC_036872.1	35657001	35658001
NW_019943363.1	46001	47001
NW_019943980.1	5001	6001
NW_019946489.1	9001	10001
NC_036849.1	10931001	10932001
NW_019942514.1	4759001	4760001
NW_019944279.1	71001	72001
NW_019945011.1	50001	51001
NW_019945941.1	14001	15001
NW_019946848.1	9001	10001
NW_019942548.1	402001	403001
NW_019946938.1	7001	8001
NW_019947105.1	5001	6001
NW_019957565.1	1104001	1105001
NW_019957652.1	18001	19001
NW_019957652.1	19001	20001
NC_036838.1	21150001	21151001
NW_019942592.1	356001	357001
NC_036838.1	43676001	43677001
NC_036838.1	55356001	55357001
NC_036839.1	11219001	11220001
NC_036839.1	29941001	29942001
NC_036839.1	41684001	41685001
NC_036840.1	13462001	13463001
NC_036840.1	21684001	21685001
NC_036842.1	34496001	34497001
NC_036844.1	18912001	18913001
NC_036849.1	17118001	17119001
NC_036851.1	11535001	11536001
NC_036851.1	30570001	30571001
NC_036854.1	7163001	7164001
NW_019942793.1	84001	85001
NC_036857.1	3438001	3439001
NC_036858.1	9055001	9056001
NC_036858.1	56253001	56254001
NC_036859.1	10963001	10964001
NC_036860.1	54354001	54355001
NC_036860.1	55962001	55963001
NC_036862.1	1353001	1354001
NW_019942846.1	252001	253001
NC_036863.1	8106001	8107001
NC_036863.1	15686001	15687001
NC_036867.1	28906001	28907001
NC_036869.1	7784001	7785001
NC_036871.1	14120001	14121001
NC_036873.1	7536001	7537001
NW_019943087.1	3001	4001
NC_036876.1	1195001	1196001
NW_019943517.1	14001	15001
NC_036842.1	17839001	17840001
NC_036847.1	19049001	19050001
NC_036851.1	2218001	2219001
NC_036853.1	20133001	20134001
NC_036857.1	17674001	17675001
NC_036861.1	1369001	1370001
NW_019942747.1	323001	324001
NC_036864.1	234001	235001
NC_036865.1	21254001	21255001
NC_036866.1	41353001	41354001
NC_036876.1	8226001	8227001
NW_019942925.1	120001	121001
NW_019943092.1	90001	91001
NW_019944923.1	38001	39001
NW_019946655.1	23001	24001
NW_019946655.1	24001	25001
NW_019942677.1	185001	186001
NC_036853.1	19414001	19415001
NC_036854.1	1257001	1258001
NC_036860.1	52574001	52575001
NW_019947025.1	32001	33001
NW_019947025.1	33001	34001
NW_019953566.1	1001	2001
NC_036838.1	30006001	30007001
NC_036846.1	22755001	22756001
NW_019942874.1	213001	214001
NW_019943197.1	222001	223001
NW_019943232.1	205001	206001
NW_019943272.1	64001	65001
NW_019943618.1	174001	175001
NW_019944772.1	49001	50001
NW_019942604.1	181001	182001
NW_019944925.1	41001	42001
NW_019945272.1	15001	16001
NW_019946126.1	27001	28001
NW_019947018.1	21001	22001
NW_019947018.1	22001	23001
NW_019947147.1	12001	13001
NW_019947960.1	50001	51001
NW_019957527.1	96001	97001
NW_019957527.1	98001	99001
NC_036839.1	42797001	42798001
NC_036842.1	19256001	19257001
NC_036842.1	45957001	45958001
NW_019942711.1	306001	307001
NC_036842.1	45976001	45977001
NC_036843.1	2511001	2512001
NC_036847.1	27436001	27437001
NC_036848.1	19503001	19504001
NC_036849.1	5161001	5162001
NW_019942721.1	155001	156001
NC_036851.1	44198001	44199001
NC_036853.1	20134001	20135001
NC_036853.1	50969001	50970001
NC_036854.1	46383001	46384001
NC_036857.1	23171001	23172001
NC_036857.1	26094001	26095001
NC_036857.1	41768001	41769001
NC_036858.1	39718001	39719001
NC_036859.1	27070001	27071001
NC_036863.1	5175001	5176001
NC_036863.1	23355001	23356001
NW_019942747.1	348001	349001
NC_036868.1	25026001	25027001
NC_036870.1	1950001	1951001
NC_036870.1	6401001	6402001
NC_036870.1	19671001	19672001
NC_036871.1	23891001	23892001
NC_036871.1	29506001	29507001
NC_036872.1	10391001	10392001
NC_036872.1	11892001	11893001
NC_036872.1	26483001	26484001
NC_036875.1	6613001	6614001
NC_036844.1	26361001	26362001
NC_036847.1	11891001	11892001
NC_036858.1	11864001	11865001
NC_036860.1	73076001	73077001
NC_036870.1	1028001	1029001
NC_036871.1	29370001	29371001
NC_036874.1	855001	856001
NW_019948565.1	9001	10001
NC_036838.1	8616001	8617001
NC_036842.1	45908001	45909001
NC_036849.1	531001	532001
NC_036849.1	10933001	10934001
NC_036862.1	28683001	28684001
NC_036865.1	59001	60001
NC_036868.1	10316001	10317001
NC_036871.1	21214001	21215001
NW_019944535.1	78001	79001
NW_019947187.1	13001	14001
NW_019953584.1	1001	2001
NW_019943205.1	1001	2001
NW_019943782.1	69001	70001
NW_019944970.1	136001	137001
NW_019945856.1	77001	78001
NW_019953566.1	2001	3001
NW_019942558.1	955001	956001
NC_036838.1	48802001	48803001
NC_036839.1	10428001	10429001
NC_036839.1	10882001	10883001
NC_036848.1	26151001	26152001
NW_019942675.1	95001	96001
NC_036851.1	1579001	1580001
NC_036851.1	28191001	28192001
NC_036853.1	11463001	11464001
NW_019942734.1	48001	49001
NC_036854.1	23112001	23113001
NC_036855.1	47404001	47405001
NW_019942747.1	309001	310001
NC_036858.1	15871001	15872001
NC_036858.1	59384001	59385001
NC_036860.1	17383001	17384001
NC_036860.1	42744001	42745001
NW_019942914.1	238001	239001
NC_036862.1	28681001	28682001
NC_036863.1	13578001	13579001
NC_036865.1	21253001	21254001
NC_036865.1	24650001	24651001
NC_036866.1	16496001	16497001
NW_019942939.1	197001	198001
NC_036870.1	16570001	16571001
NC_036875.1	30098001	30099001
NC_036875.1	33606001	33607001
NC_036876.1	6158001	6159001
NW_019943020.1	20001	21001
NW_019946533.1	61001	62001
NW_019948957.1	8001	9001
NW_019957698.1	222001	223001
NC_036838.1	26005001	26006001
NC_036840.1	26369001	26370001
NC_036842.1	9854001	9855001
NW_019942971.1	54001	55001
NC_036842.1	43316001	43317001
NC_036843.1	19820001	19821001
NC_036844.1	8936001	8937001
NC_036846.1	69001	70001
NC_036848.1	35015001	35016001
NC_036853.1	20144001	20145001
NC_036855.1	40157001	40158001
NC_036856.1	4235001	4236001
NC_036856.1	8286001	8287001
NC_036857.1	4619001	4620001
NC_036860.1	54990001	54991001
NC_036860.1	73535001	73536001
NC_036869.1	14839001	14840001
NC_036872.1	34799001	34800001
NW_019944574.1	19001	20001
NW_019945948.1	14001	15001
NW_019946085.1	124001	125001
NC_036846.1	10531001	10532001
NC_036849.1	14447001	14448001
NC_036851.1	40913001	40914001
NC_036857.1	29554001	29555001
NC_036858.1	39008001	39009001
NC_036859.1	17121001	17122001
NC_036865.1	23945001	23946001
NC_036866.1	12434001	12435001
NC_036867.1	13665001	13666001
NC_036868.1	9484001	9485001
NW_019950840.1	3001	4001
NC_036870.1	16247001	16248001
NW_019957557.1	527001	528001
NC_036839.1	38374001	38375001
NC_036843.1	21887001	21888001
NC_036844.1	9555001	9556001
NC_036844.1	13699001	13700001
NC_036845.1	26482001	26483001
NW_019944967.1	23001	24001
NW_019945627.1	16001	17001
NW_019946066.1	10001	11001
NC_036838.1	12041001	12042001
NC_036842.1	78905001	78906001
NC_036845.1	11935001	11936001
NC_036846.1	23749001	23750001
NW_019942801.1	258001	259001
NC_036851.1	24113001	24114001
NC_036851.1	36277001	36278001
NC_036860.1	49328001	49329001
NC_036871.1	7026001	7027001
NW_019943971.1	5001	6001
