seqName	begin	end
NC_036838.1	34686001	34687000
NC_036838.1	34704001	34705000
NC_036838.1	34804001	34805000
NC_036838.1	35019001	35020000
NC_036838.1	35113001	35114000
NC_036838.1	35298001	35299000
NC_036838.1	35306001	35307000
NC_036838.1	35364001	35365000
NC_036838.1	35392001	35393000
NC_036838.1	35618001	35619000
NC_036838.1	35670001	35671000
NC_036838.1	35707001	35708000
NC_036838.1	35708001	35709000
NC_036838.1	35768001	35769000
NC_036838.1	35872001	35873000
NC_036838.1	35935001	35936000
NC_036838.1	36036001	36037000
NC_036838.1	36215001	36216000
NC_036838.1	36476001	36477000
NC_036838.1	366001	367000
NC_036838.1	36708001	36709000
NC_036838.1	36869001	36870000
NC_036838.1	36953001	36954000
NC_036838.1	36954001	36955000
NC_036838.1	37134001	37135000
NC_036838.1	37219001	37220000
NC_036838.1	37409001	37410000
NC_036838.1	37700001	37701000
NC_036838.1	37879001	37880000
NC_036838.1	37880001	37881000
NC_036838.1	37929001	37930000
NC_036838.1	38125001	38126000
NC_036838.1	38192001	38193000
NC_036838.1	3826001	3827000
NC_036838.1	38373001	38374000
NC_036838.1	38395001	38396000
NC_036838.1	38533001	38534000
NC_036838.1	38644001	38645000
NC_036838.1	38645001	38646000
NC_036838.1	38718001	38719000
NC_036838.1	38729001	38730000
NC_036838.1	38742001	38743000
NC_036838.1	38886001	38887000
NC_036838.1	38953001	38954000
NC_036838.1	38981001	38982000
NC_036838.1	39003001	39004000
NC_036838.1	39122001	39123000
NC_036838.1	39478001	39479000
NC_036838.1	3961001	3962000
NC_036838.1	39718001	39719000
NC_036838.1	39840001	39841000
NC_036838.1	40032001	40033000
NC_036838.1	40556001	40557000
NC_036838.1	40619001	40620000
NC_036838.1	40629001	40630000
NC_036838.1	40704001	40705000
NC_036838.1	40766001	40767000
NC_036838.1	40861001	40862000
NC_036838.1	40874001	40875000
NC_036838.1	41295001	41296000
NC_036838.1	41325001	41326000
NC_036838.1	41383001	41384000
NC_036838.1	41560001	41561000
NC_036838.1	42160001	42161000
NC_036838.1	42257001	42258000
NC_036838.1	42330001	42331000
NC_036838.1	42348001	42349000
NC_036838.1	42382001	42383000
NC_036838.1	42449001	42450000
NC_036838.1	42456001	42457000
NC_036838.1	42476001	42477000
NC_036838.1	425001	426000
NC_036838.1	42531001	42532000
NC_036838.1	42709001	42710000
NC_036838.1	42710001	42711000
NC_036838.1	42743001	42744000
NC_036838.1	42813001	42814000
NC_036838.1	4289001	4290000
NC_036838.1	43131001	43132000
NC_036838.1	43160001	43161000
NC_036838.1	43288001	43289000
NC_036838.1	43289001	43290000
NC_036838.1	43352001	43353000
NC_036838.1	43493001	43494000
NC_036838.1	43538001	43539000
NC_036838.1	43663001	43664000
NC_036838.1	43676001	43677000
NC_036838.1	43695001	43696000
NC_036838.1	43713001	43714000
NC_036838.1	43864001	43865000
NC_036838.1	43865001	43866000
NC_036838.1	43929001	43930000
NC_036838.1	43930001	43931000
NC_036838.1	44057001	44058000
NC_036838.1	44058001	44059000
NC_036838.1	44105001	44106000
NC_036838.1	44227001	44228000
NC_036838.1	44418001	44419000
NC_036838.1	44548001	44549000
NC_036838.1	44595001	44596000
NC_036838.1	44596001	44597000
NC_036838.1	44631001	44632000
NC_036838.1	44793001	44794000
NC_036838.1	44817001	44818000
NC_036838.1	44852001	44853000
NC_036838.1	44863001	44864000
NC_036838.1	44915001	44916000
NC_036838.1	44994001	44995000
NC_036838.1	45091001	45092000
NC_036838.1	45124001	45125000
NC_036838.1	45150001	45151000
NC_036838.1	45151001	45152000
NC_036838.1	45272001	45273000
NC_036838.1	45319001	45320000
NC_036838.1	45324001	45325000
NC_036838.1	45489001	45490000
NC_036838.1	45502001	45503000
NC_036838.1	45636001	45637000
NC_036838.1	45924001	45925000
NC_036838.1	45935001	45936000
NC_036838.1	45939001	45940000
NC_036838.1	45970001	45971000
NC_036838.1	46148001	46149000
NC_036838.1	46497001	46498000
NC_036838.1	4681001	4682000
NC_036838.1	4691001	4692000
NC_036838.1	46928001	46929000
NC_036838.1	46984001	46985000
NC_036838.1	47081001	47082000
NC_036838.1	47217001	47218000
NC_036838.1	47219001	47220000
NC_036838.1	47220001	47221000
NC_036838.1	47312001	47313000
NC_036838.1	47349001	47350000
NC_036838.1	47489001	47490000
NC_036838.1	47535001	47536000
NC_036838.1	47609001	47610000
NC_036838.1	47610001	47611000
NC_036838.1	47629001	47630000
NC_036838.1	47746001	47747000
NC_036838.1	4776001	4777000
NC_036838.1	47787001	47788000
NC_036838.1	47790001	47791000
NC_036838.1	47891001	47892000
NC_036838.1	48183001	48184000
NC_036838.1	48303001	48304000
NC_036838.1	48802001	48803000
NC_036838.1	48803001	48804000
NC_036838.1	48808001	48809000
NC_036838.1	48827001	48828000
NC_036838.1	4890001	4891000
NC_036838.1	48940001	48941000
NC_036838.1	48978001	48979000
NC_036838.1	48987001	48988000
NC_036838.1	49066001	49067000
NC_036838.1	49101001	49102000
NC_036838.1	49103001	49104000
NC_036838.1	49295001	49296000
NC_036838.1	49515001	49516000
NC_036838.1	49539001	49540000
NC_036838.1	49593001	49594000
NC_036838.1	4972001	4973000
NC_036838.1	49994001	49995000
NC_036838.1	50041001	50042000
NC_036838.1	50124001	50125000
NC_036838.1	50129001	50130000
NC_036838.1	50199001	50200000
NC_036838.1	50204001	50205000
NC_036838.1	50455001	50456000
NC_036838.1	50461001	50462000
NC_036838.1	50462001	50463000
NC_036838.1	50614001	50615000
NC_036838.1	50620001	50621000
NC_036838.1	50689001	50690000
NC_036838.1	50893001	50894000
NC_036838.1	5096001	5097000
NC_036838.1	50967001	50968000
NC_036838.1	51017001	51018000
NC_036838.1	51187001	51188000
NC_036838.1	51217001	51218000
NC_036838.1	51228001	51229000
NC_036838.1	51262001	51263000
NC_036838.1	51300001	51301000
NC_036838.1	51370001	51371000
NC_036838.1	51594001	51595000
NC_036838.1	51746001	51747000
NC_036838.1	51817001	51818000
NC_036838.1	51818001	51819000
NC_036838.1	51855001	51856000
NC_036838.1	51859001	51860000
NC_036838.1	52017001	52018000
NC_036838.1	52147001	52148000
NC_036838.1	52256001	52257000
NC_036838.1	5226001	5227000
NC_036838.1	52339001	52340000
NC_036838.1	52340001	52341000
NC_036838.1	52467001	52468000
NC_036838.1	52584001	52585000
NC_036838.1	52585001	52586000
NC_036838.1	52631001	52632000
NC_036838.1	52686001	52687000
NC_036838.1	52811001	52812000
NC_036838.1	52837001	52838000
NC_036838.1	52911001	52912000
NC_036838.1	52990001	52991000
NC_036838.1	53001001	53002000
NC_036838.1	53097001	53098000
NC_036838.1	53192001	53193000
NC_036838.1	53256001	53257000
NC_036838.1	53272001	53273000
NC_036838.1	53487001	53488000
NC_036838.1	5414001	5415000
NC_036838.1	5437001	5438000
NC_036838.1	54448001	54449000
NC_036838.1	54490001	54491000
NC_036838.1	54557001	54558000
NC_036838.1	54561001	54562000
NC_036838.1	54575001	54576000
NC_036838.1	54591001	54592000
NC_036838.1	54765001	54766000
NC_036838.1	54789001	54790000
NC_036838.1	55089001	55090000
NC_036838.1	55277001	55278000
NC_036838.1	55356001	55357000
NC_036838.1	55825001	55826000
NC_036838.1	55827001	55828000
NC_036838.1	56036001	56037000
NC_036838.1	56041001	56042000
NC_036838.1	56094001	56095000
NC_036838.1	56299001	56300000
NC_036838.1	5643001	5644000
NC_036838.1	5646001	5647000
NC_036838.1	56611001	56612000
NC_036838.1	56748001	56749000
NC_036838.1	56796001	56797000
NC_036838.1	56824001	56825000
NC_036838.1	57142001	57143000
NC_036838.1	57153001	57154000
NC_036838.1	57154001	57155000
NC_036838.1	57194001	57195000
NC_036838.1	5731001	5732000
NC_036838.1	57337001	57338000
NC_036838.1	57434001	57435000
NC_036838.1	57602001	57603000
NC_036838.1	57875001	57876000
NC_036838.1	5806001	5807000
NC_036838.1	5891001	5892000
NC_036838.1	597001	598000
NC_036838.1	6023001	6024000
NC_036838.1	6058001	6059000
NC_036838.1	6101001	6102000
NC_036838.1	6102001	6103000
NC_036838.1	6166001	6167000
NC_036838.1	6216001	6217000
NC_036838.1	630001	631000
NC_036838.1	6371001	6372000
NC_036838.1	6372001	6373000
NC_036838.1	6537001	6538000
NC_036838.1	6634001	6635000
NC_036838.1	6643001	6644000
NC_036838.1	6710001	6711000
NC_036838.1	6771001	6772000
NC_036838.1	6772001	6773000
NC_036838.1	6865001	6866000
NC_036838.1	6976001	6977000
NC_036838.1	7004001	7005000
NC_036838.1	7071001	7072000
NC_036838.1	7372001	7373000
NC_036838.1	7381001	7382000
NC_036838.1	7514001	7515000
NC_036838.1	7618001	7619000
NC_036838.1	7742001	7743000
NC_036838.1	7823001	7824000
NC_036838.1	7824001	7825000
NC_036838.1	7978001	7979000
NC_036838.1	7982001	7983000
NC_036838.1	7996001	7997000
NC_036838.1	8099001	8100000
NC_036838.1	8188001	8189000
NC_036838.1	8189001	8190000
NC_036838.1	8202001	8203000
NC_036838.1	8556001	8557000
NC_036838.1	8616001	8617000
NC_036838.1	9046001	9047000
NC_036838.1	9124001	9125000
NC_036838.1	9293001	9294000
NC_036838.1	9295001	9296000
NC_036838.1	9321001	9322000
NC_036838.1	9326001	9327000
NC_036838.1	9557001	9558000
NC_036838.1	9666001	9667000
NC_036838.1	9714001	9715000
NC_036838.1	974001	975000
NC_036838.1	9772001	9773000
NC_036838.1	9773001	9774000
NC_036838.1	9843001	9844000
NC_036839.1	10098001	10099000
NC_036839.1	10099001	10100000
NC_036839.1	10168001	10169000
NC_036839.1	10202001	10203000
NC_036839.1	10297001	10298000
NC_036839.1	10428001	10429000
NC_036839.1	10621001	10622000
NC_036839.1	10624001	10625000
NC_036839.1	10711001	10712000
NC_036839.1	10808001	10809000
NC_036839.1	10882001	10883000
NC_036839.1	10883001	10884000
NC_036839.1	10957001	10958000
NC_036839.1	10958001	10959000
NC_036839.1	10959001	10960000
NC_036839.1	10974001	10975000
NC_036839.1	10975001	10976000
NC_036839.1	10988001	10989000
NC_036839.1	11102001	11103000
NC_036839.1	11122001	11123000
NC_036839.1	11153001	11154000
NC_036839.1	11168001	11169000
NC_036839.1	11207001	11208000
NC_036839.1	11219001	11220000
NC_036839.1	11258001	11259000
NC_036839.1	1130001	1131000
NC_036839.1	11310001	11311000
NC_036839.1	11932001	11933000
NC_036839.1	11950001	11951000
NC_036839.1	12209001	12210000
NC_036839.1	1231001	1232000
NC_036839.1	12503001	12504000
NC_036839.1	1253001	1254000
NC_036839.1	12623001	12624000
NC_036839.1	12980001	12981000
NC_036839.1	13001	14000
NC_036839.1	13062001	13063000
NC_036839.1	13130001	13131000
NC_036839.1	13133001	13134000
NC_036839.1	13139001	13140000
NC_036839.1	1316001	1317000
NC_036839.1	13235001	13236000
NC_036839.1	13416001	13417000
NC_036839.1	13540001	13541000
NC_036839.1	13583001	13584000
NC_036839.1	13591001	13592000
NC_036839.1	13784001	13785000
NC_036839.1	14036001	14037000
NC_036839.1	14218001	14219000
NC_036839.1	14294001	14295000
NC_036839.1	14480001	14481000
NC_036839.1	14491001	14492000
NC_036839.1	14554001	14555000
NC_036839.1	14592001	14593000
NC_036839.1	14593001	14594000
NC_036839.1	1497001	1498000
NC_036839.1	15300001	15301000
NC_036839.1	15662001	15663000
NC_036839.1	158001	159000
NC_036839.1	15843001	15844000
NC_036839.1	159001	160000
NC_036839.1	15989001	15990000
NC_036839.1	16017001	16018000
NC_036839.1	16217001	16218000
NC_036839.1	16393001	16394000
NC_036839.1	16500001	16501000
NC_036839.1	16608001	16609000
NC_036839.1	16719001	16720000
NC_036839.1	16952001	16953000
NC_036839.1	16953001	16954000
NC_036839.1	1709001	1710000
NC_036839.1	1710001	1711000
NC_036839.1	17105001	17106000
NC_036839.1	17175001	17176000
NC_036839.1	17194001	17195000
NC_036839.1	1725001	1726000
NC_036839.1	1747001	1748000
NC_036839.1	1748001	1749000
NC_036839.1	17501001	17502000
NC_036839.1	17502001	17503000
NC_036839.1	17568001	17569000
NC_036839.1	17864001	17865000
NC_036839.1	17902001	17903000
NC_036839.1	17929001	17930000
NC_036839.1	17930001	17931000
NC_036839.1	18000001	18001000
NC_036839.1	18001001	18002000
NC_036839.1	18167001	18168000
NC_036839.1	18225001	18226000
NC_036839.1	18240001	18241000
NC_036839.1	18321001	18322000
NC_036839.1	18328001	18329000
NC_036839.1	18371001	18372000
NC_036839.1	18384001	18385000
NC_036839.1	18470001	18471000
NC_036839.1	18562001	18563000
NC_036839.1	18605001	18606000
NC_036839.1	18932001	18933000
NC_036839.1	19053001	19054000
NC_036839.1	19205001	19206000
NC_036839.1	19246001	19247000
NC_036839.1	19290001	19291000
NC_036839.1	19786001	19787000
NC_036839.1	20055001	20056000
NC_036839.1	20056001	20057000
NC_036839.1	20061001	20062000
NC_036839.1	20128001	20129000
NC_036839.1	20129001	20130000
NC_036839.1	20172001	20173000
NC_036839.1	20317001	20318000
NC_036839.1	20318001	20319000
NC_036839.1	20349001	20350000
NC_036839.1	20365001	20366000
NC_036839.1	20384001	20385000
NC_036839.1	20397001	20398000
NC_036839.1	20409001	20410000
NC_036839.1	20603001	20604000
NC_036839.1	20604001	20605000
NC_036839.1	20690001	20691000
NC_036839.1	2077001	2078000
NC_036839.1	21089001	21090000
NC_036839.1	21092001	21093000
NC_036839.1	21100001	21101000
NC_036839.1	21394001	21395000
NC_036839.1	2219001	2220000
NC_036839.1	22218001	22219000
NC_036839.1	22255001	22256000
NC_036839.1	22451001	22452000
NC_036839.1	22455001	22456000
NC_036839.1	22456001	22457000
NC_036839.1	22612001	22613000
NC_036839.1	22730001	22731000
NC_036839.1	22933001	22934000
NC_036839.1	22959001	22960000
NC_036839.1	23019001	23020000
NC_036839.1	23020001	23021000
NC_036839.1	2302001	2303000
NC_036839.1	23061001	23062000
NC_036839.1	23144001	23145000
NC_036839.1	23394001	23395000
NC_036839.1	2347001	2348000
NC_036839.1	2348001	2349000
NC_036839.1	2369001	2370000
NC_036839.1	23723001	23724000
NC_036839.1	23761001	23762000
NC_036839.1	23764001	23765000
NC_036839.1	23934001	23935000
NC_036839.1	23956001	23957000
NC_036839.1	24022001	24023000
NC_036839.1	24039001	24040000
NC_036839.1	24073001	24074000
NC_036839.1	24111001	24112000
NC_036839.1	24112001	24113000
NC_036839.1	24247001	24248000
NC_036839.1	2498001	2499000
NC_036839.1	25101001	25102000
NC_036839.1	25205001	25206000
NC_036839.1	25318001	25319000
NC_036839.1	25320001	25321000
NC_036839.1	2532001	2533000
NC_036839.1	254001	255000
NC_036839.1	25407001	25408000
NC_036839.1	25409001	25410000
NC_036839.1	25410001	25411000
NC_036839.1	25558001	25559000
NC_036839.1	25598001	25599000
NC_036839.1	25599001	25600000
NC_036839.1	2571001	2572000
NC_036839.1	2572001	2573000
NC_036839.1	2573001	2574000
NC_036839.1	26172001	26173000
NC_036839.1	26294001	26295000
NC_036839.1	26295001	26296000
NC_036839.1	26376001	26377000
NC_036839.1	26474001	26475000
NC_036839.1	26834001	26835000
NC_036839.1	26988001	26989000
NC_036839.1	27061001	27062000
NC_036839.1	27066001	27067000
NC_036839.1	27110001	27111000
NC_036839.1	27353001	27354000
NC_036839.1	27388001	27389000
NC_036839.1	27438001	27439000
NC_036839.1	27504001	27505000
NC_036839.1	27882001	27883000
NC_036839.1	27883001	27884000
NC_036839.1	28070001	28071000
NC_036839.1	28080001	28081000
NC_036839.1	2846001	2847000
NC_036839.1	28616001	28617000
NC_036839.1	28888001	28889000
NC_036839.1	28954001	28955000
NC_036839.1	28968001	28969000
NC_036839.1	29024001	29025000
NC_036839.1	29093001	29094000
NC_036839.1	29113001	29114000
NC_036839.1	29237001	29238000
NC_036839.1	29267001	29268000
NC_036839.1	29487001	29488000
NC_036839.1	29555001	29556000
NC_036839.1	29556001	29557000
NC_036839.1	29559001	29560000
NC_036839.1	29560001	29561000
NC_036839.1	29678001	29679000
NC_036839.1	29722001	29723000
NC_036839.1	29747001	29748000
NC_036839.1	29904001	29905000
NC_036839.1	29941001	29942000
NC_036839.1	30046001	30047000
NC_036839.1	3017001	3018000
NC_036839.1	3018001	3019000
NC_036839.1	30284001	30285000
NC_036839.1	30285001	30286000
NC_036839.1	30328001	30329000
NC_036839.1	30356001	30357000
NC_036839.1	3049001	3050000
NC_036839.1	31224001	31225000
NC_036839.1	31418001	31419000
NC_036839.1	31419001	31420000
NC_036839.1	31630001	31631000
NC_036839.1	31631001	31632000
NC_036839.1	31744001	31745000
NC_036839.1	31915001	31916000
NC_036839.1	31976001	31977000
NC_036839.1	32075001	32076000
NC_036839.1	32097001	32098000
NC_036839.1	32338001	32339000
NC_036839.1	32343001	32344000
NC_036839.1	32362001	32363000
NC_036839.1	3251001	3252000
NC_036839.1	32514001	32515000
NC_036839.1	32591001	32592000
NC_036839.1	32818001	32819000
NC_036839.1	32819001	32820000
NC_036839.1	32820001	32821000
NC_036839.1	32938001	32939000
NC_036839.1	32966001	32967000
NC_036839.1	32972001	32973000
NC_036839.1	33012001	33013000
NC_036839.1	33195001	33196000
NC_036839.1	33280001	33281000
NC_036839.1	33391001	33392000
NC_036839.1	33533001	33534000
NC_036839.1	33586001	33587000
NC_036839.1	33590001	33591000
NC_036839.1	33734001	33735000
NC_036839.1	33853001	33854000
NC_036839.1	33885001	33886000
NC_036839.1	34019001	34020000
NC_036839.1	34129001	34130000
NC_036839.1	34288001	34289000
NC_036839.1	34349001	34350000
NC_036839.1	34385001	34386000
NC_036839.1	34413001	34414000
NC_036839.1	3444001	3445000
NC_036839.1	3445001	3446000
NC_036839.1	34545001	34546000
NC_036839.1	34576001	34577000
NC_036839.1	34577001	34578000
NC_036839.1	34692001	34693000
NC_036839.1	34739001	34740000
NC_036839.1	34837001	34838000
NC_036839.1	34869001	34870000
NC_036839.1	34931001	34932000
NC_036839.1	35470001	35471000
NC_036839.1	35560001	35561000
NC_036839.1	35898001	35899000
NC_036839.1	3598001	3599000
NC_036839.1	35996001	35997000
NC_036839.1	3606001	3607000
NC_036839.1	36131001	36132000
NC_036839.1	36190001	36191000
NC_036839.1	36204001	36205000
NC_036839.1	36235001	36236000
NC_036839.1	36514001	36515000
NC_036839.1	3670001	3671000
NC_036839.1	36817001	36818000
NC_036839.1	36902001	36903000
NC_036839.1	3693001	3694000
NC_036839.1	37115001	37116000
NC_036839.1	37372001	37373000
NC_036839.1	37399001	37400000
NC_036839.1	37536001	37537000
NC_036839.1	37704001	37705000
NC_036839.1	37923001	37924000
NC_036839.1	37924001	37925000
NC_036839.1	37993001	37994000
NC_036839.1	38292001	38293000
NC_036839.1	38374001	38375000
NC_036839.1	38467001	38468000
NC_036839.1	38710001	38711000
NC_036839.1	38756001	38757000
NC_036839.1	38820001	38821000
