"Residue","Morph_pvalue","Timepoint_pvalue","Sex_pvalue","MorphXTimepoint_pvalue","MorphXSex_pvalue","TimepointXSex_pvalue","start","NCBI","Morph_pvalue_corrected","Timepoint_pvalue_corrected","Sex_pvalue_corrected","MorphXTimepoint_pvalue_corrected"
"chr019942604.1_179230",0.88408613376599,1.11104215473269e-07,0.0935323131646109,0.724030889842338,0.957598281817006,0.05186908482043,"179230","NW_019942604.1",1,0.0011488175879936,1,1
"chr019942604.1_179353",0.902440895558939,3.93969496221946e-07,0.429380706808918,0.0446575349381244,0.731888343403805,0.577604942919419,"179353","NW_019942604.1",1,0.00407364459093492,1,1
"chr019942612.1_13610",7.05009820191524e-05,6.26168388961756e-08,0.0972016503660939,0.631381299686341,0.716502494975306,0.588401219273962,"13610","NW_019942612.1",0.728980154078036,0.000647458114186456,1,1
"chr019942612.1_15533",0.0022043100491878,5.67680237669644e-13,0.557761077692739,0.711454440348433,0.0314421267632929,0.354242976460008,"15533","NW_019942612.1",1,5.86981365750412e-09,1,1
"chr019942612.1_15674",0.0175450113017014,1.25878496862255e-08,0.0124873582279603,0.94596861286671,0.880788901312996,0.725233160291917,"15674","NW_019942612.1",1,0.000130158365755572,1,1
"chr019942632.1_391716",2.13446938130789e-05,1.80232740044829e-08,0.00886086791840783,0.424578463084155,0.194324870433979,0.841036091684489,"391716","NW_019942632.1",0.220704134027236,0.000186360653206353,1,1
"chr019942652.1_34231",0.0810413710917478,2.30793232796424e-06,0.364453343873077,0.914597270972439,0.791246432987661,0.929368789324747,"34231","NW_019942652.1",1,0.0238640202711502,1,1
"chr019942668.1_180531",3.75099495367162e-06,2.20774331382783e-13,0.223696297744367,0.0215498519818459,0.25908241706281,0.28950370701151,"180531","NW_019942668.1",0.0387852878209645,2.28280658649798e-09,1,1
"chr019942668.1_180585",0.000317724109657153,3.09636789487054e-09,0.842257219516262,0.934631324048941,0.559112993979059,0.199384128091577,"180585","NW_019942668.1",1,3.20164440329614e-05,1,1
"chr019942669.1_7671",0.024369582945593,1.41114977625904e-06,0.377034997533407,0.839235064261555,0.0357257495803532,0.490792579757607,"7671","NW_019942669.1",1,0.0145912886865185,1,1
"chr019942675.1_94768",0.0501680049646235,1.45982102192591e-10,0.059139998095939,0.362314277476191,0.900129460170164,0.55164137068808,"94768","NW_019942675.1",1,1.50945493667139e-06,1,1
"chr019942675.1_95108",0.00158722515981221,2.44157018143338e-06,0.615379527541397,0.626305247641792,0.856384183289351,0.755453410973981,"95108","NW_019942675.1",1,0.0252458356760211,1,1
"chr019942675.1_95207",0.130819649807547,1.39475016495455e-10,0.0518309421600586,0.00966196831945166,0.00812396825343224,0.000851173142409776,"95207","NW_019942675.1",1,1.442171670563e-06,1,1
"chr019942675.1_95295",0.722627542746323,5.45598754189821e-08,0.0918872923469587,0.0187505644430162,0.00114998470755334,0.152933814953602,"95295","NW_019942675.1",1,0.000564149111832275,1,1
"chr019942675.1_95321",0.163494770638344,1.026693610021e-07,0.464765406939509,0.000385346870193274,0.615369393996154,0.879099319509322,"95321","NW_019942675.1",1,0.00106160119276171,1,1
"chr019942675.1_95390",0.379818761193677,1.33647681097454e-11,0.819798005997001,0.965685515283757,0.341126801557018,0.415094812745137,"95390","NW_019942675.1",1,1.38191702254767e-07,1,1
"chr019942675.1_95413",0.443117850180388,2.28056613064825e-06,0.139685491438065,0.00475976538376799,0.110255242840473,0.714924995860237,"95413","NW_019942675.1",1,0.0235810537909029,1,1
"chr019942721.1_154699",0.00200934893294834,1.23651738808371e-07,0.105906694271445,0.00974052241042525,0.638521527251029,0.320422121123427,"154699","NW_019942721.1",1,0.00127855897927856,1,1
"chr019942721.1_156177",0.860010847600324,2.52527527534614e-07,0.491716657291141,0.991687440678851,0.433538263009579,0.612749174764434,"156177","NW_019942721.1",1,0.00261113463470791,1,1
"chr019942721.1_156196",0.0193160469103896,5.65422812058732e-08,0.673406729644074,0.115106688109836,0.149230638312668,0.0324639919455679,"156196","NW_019942721.1",1,0.000584647187668729,1,1
"chr019942721.1_156252",0.51651058233289,1.88032562373504e-07,0.0851645649726626,0.168013920804717,0.416250974295184,0.0665375711999599,"156252","NW_019942721.1",1,0.00194425669494203,1,1
"chr019942730.1_1472",0.000175017690758389,4.78563065337238e-06,0.962505554354427,0.101177399866681,0.814867633247751,0.348161522803603,"1472","NW_019942730.1",1,0.0494834209558704,1,1
"chr019942730.1_1497",1.0262457254555e-09,1.060956200491e-30,0.442224620239585,0.128580483842763,0.680511808660157,0.0695584286649391,"1497","NW_019942730.1",1.06113808012098e-05,1.0970287113077e-26,1,1
"chr019942730.1_1521",4.01945665054907e-05,3.98077566130041e-08,0.948807846721959,0.378632874485966,0.676008855112789,0.0933057487951523,"1521","NW_019942730.1",0.415611817666774,0.000411612203378463,1,1
"chr019942730.1_1685",5.90955304330769e-05,2.30234007837453e-07,0.837945720961452,0.876069780393845,0.771088487812568,0.969614100757442,"1685","NW_019942730.1",0.611047784678015,0.00238061964103927,1,1
"chr019942734.1_48060",0.00122763557378085,8.0070764598373e-12,0.935493074551696,0.509320209670932,0.71552545735687,0.820700290977786,"48060","NW_019942734.1",1,8.27931705947177e-08,1,1
"chr019942747.1_306661",0.000368511876904934,2.90649441703599e-10,0.981693278412498,0.00378659048321392,0.542303964807816,0.604905699133797,"306661","NW_019942747.1",1,3.00531522721522e-06,1,1
"chr019942747.1_312662",7.86366375623443e-05,3.71040869475304e-11,0.00237462576950808,0.108283150206104,0.0657831689622874,0.969212060710621,"312662","NW_019942747.1",0.813102832394641,3.83656259037464e-07,1,1
"chr019942747.1_312840",0.00197124245134066,3.85460230387056e-17,0.126353536780408,0.53290034980677,0.998164799159765,0.981146101340023,"312840","NW_019942747.1",1,3.98565878220216e-13,1,1
"chr019942747.1_313151",0.315531642969115,8.97266742014871e-10,0.611854375277695,0.540963222342717,0.785590511924758,0.472746616480257,"313151","NW_019942747.1",1,9.27773811243376e-06,1,1
"chr019942747.1_313152",0.026016732917731,1.11053370118212e-16,0.511968766672017,0.823365818708327,0.988543866770383,0.951034634072054,"313152","NW_019942747.1",1,1.14829184702231e-12,1,1
"chr019942747.1_313753",0.300222990977159,2.1700813510336e-09,0.384122899302244,0.959617043284515,0.954586632710155,0.859464385091356,"313753","NW_019942747.1",1,2.24386411696874e-05,1,1
"chr019942747.1_324941",0.369783394011423,8.54392600235757e-08,0.82556050754516,0.569319183273365,0.785539063666942,0.550260699271917,"324941","NW_019942747.1",1,0.000883441948643773,1,1
"chr019942747.1_324942",0.163319307074454,4.82045315047329e-15,0.569356467038646,0.0115481988579172,0.631770667769811,0.0242070378381659,"324942","NW_019942747.1",1,4.98434855758938e-11,1,1
"chr019942747.1_325083",0.0410445338136313,1.05512239613614e-14,0.699240321565956,0.0601214362604101,0.459885374270511,0.353047957090668,"325083","NW_019942747.1",1,1.09099655760477e-10,1,1
"chr019942772.1_65729",6.8300749366917e-05,2.85542618601001e-12,0.305254005243518,0.00312988572862296,0.470404514786318,0.32198599991823,"65729","NW_019942772.1",0.706229748453922,2.95251067633435e-08,1,1
"chr019942772.1_65741",2.53922235648424e-10,1.20728531151287e-09,0.822624427723578,0.00253710232291935,0.269856880234146,0.533923028544344,"65741","NW_019942772.1",2.6255559166047e-06,1.2483330121043e-05,1,1
"chr019942772.1_65795",0.00790345831273637,1.52122762673136e-06,0.807533017401962,0.975890649085482,0.400019051650172,0.949504389888673,"65795","NW_019942772.1",1,0.0157294936604023,1,1
"chr019942772.1_65828",0.258424203130768,4.44465116644604e-11,0.858399220679744,0.889933485446803,0.999398827539261,0.679101052463913,"65828","NW_019942772.1",1,4.5957693061052e-07,1,1
"chr019942772.1_65835",0.0611413930810472,1.20161453032629e-10,0.810897798021879,0.893786418340769,0.348784299133032,0.294352755542897,"65835","NW_019942772.1",1,1.24246942435738e-06,1,1
"chr019942772.1_65876",0.00679773265380178,7.82237194714039e-08,0.00847597001331003,0.193783858356136,0.281235042473903,0.133895300986353,"65876","NW_019942772.1",1,0.000808833259334317,1,1
"chr019942772.1_65920",0.0251447893426425,7.85286410543918e-07,0.434388893651265,0.150583878119835,0.674927955163402,0.766851849326892,"65920","NW_019942772.1",1,0.00811986148502412,1,1
"chr019942772.1_65981",0.00176958602126067,3.64825831821299e-11,0.292607919514411,0.275190771487244,0.426111719378121,0.48659530352265,"65981","NW_019942772.1",1,3.77229910103223e-07,1,1
"chr019942773.1_266984",0.0864471847539663,4.24389217866395e-17,0.238092586577526,0.00254511651560391,0.718427758407779,0.616880319437109,"266984","NW_019942773.1",1,4.38818451273853e-13,1,1
"chr019942773.1_267164",0.682707069035287,5.99744945858655e-07,0.751717680712398,0.596747595612048,0.562301254794865,0.785458316883985,"267164","NW_019942773.1",1,0.00620136274017849,1,1
"chr019942789.1_103922",0.0300887973112215,3.40276319671096e-06,0.854450339166709,0.104354689769631,0.263744754327983,0.952337139827363,"103922","NW_019942789.1",1,0.0351845714539913,1,1
"chr019942789.1_103923",6.20137096258689e-05,2.05238278715103e-17,0.18293656786675,0.819315299730339,0.562849150320671,0.825614560017215,"103923","NW_019942789.1",0.641221757531485,2.12216380191416e-13,1,1
"chr019942789.1_103960",5.15180897042577e-06,1.97996608243914e-07,0.609077060190091,0.378957996720503,0.670004071748321,0.0447375662777359,"103960","NW_019942789.1",0.0532697047542025,0.00204728492924207,1,1
"chr019942789.1_103976",0.000874496364567397,1.12921061434616e-06,0.610596563571784,0.167984867546357,0.912079170755495,0.0904083865984295,"103976","NW_019942789.1",1,0.0116760377523393,1,1
"chr019942789.1_103994",1.91891022162505e-18,1.44469330956064e-20,0.375514627457221,0.728604943261024,0.460124141071497,0.254742500046646,"103994","NW_019942789.1",1.9841531691603e-14,1.4938128820857e-16,1,1
"chr019942813.1_161554",0.0567075481705036,3.2452119241332e-07,0.961323607693207,0.101946539196581,0.571032788058667,0.238075486237645,"161554","NW_019942813.1",1,0.00335554912955373,1,1
"chr019942832.1_270502",0.563782866201328,1.44541353931929e-06,0.635270589839553,0.118130929113861,0.649307462698789,0.774820820359168,"270502","NW_019942832.1",1,0.0149455759965614,1,1
"chr019942872.1_253107",0.60462261055082,3.23336564080276e-09,0.111539941393348,0.411519806980178,0.724268671436694,0.173611948037991,"253107","NW_019942872.1",1,3.34330007259005e-05,1,1
"chr019942874.1_211222",0.442444491823318,4.05350200685792e-21,0.0188823759855655,0.000942053746143168,0.00397603276600808,0.39540585392823,"211222","NW_019942874.1",1,4.19132107509109e-17,1,1
"chr019942924.1_59318",0.485926595096975,1.0801889838639e-06,0.94484038152921,0.310503176711359,0.843431060774175,0.609594243130967,"59318","NW_019942924.1",1,0.0111691540931527,1,1
"chr019942924.1_59426",0.0208865522574213,3.44588568398689e-19,0.731304876059188,0.00446297808424606,0.585029252830326,0.985527985729178,"59426","NW_019942924.1",1,3.56304579724244e-15,1,1
"chr019943024.1_212645",0.386580193806624,2.60353119162103e-08,0.97965844836723,0.116287286250401,0.1935725100826,0.539178959246846,"212645","NW_019943024.1",1,0.000269205125213614,1,1
"chr019943024.1_212684",0.20633009100037,1.08633996354566e-09,0.0623163768961202,0.436104301429256,0.478397969419688,0.233210271235629,"212684","NW_019943024.1",1,1.12327552230621e-05,1,1
"chr019943024.1_212721",0.33425602044821,7.44235450992418e-09,0.484494435160198,0.0350491291654504,0.341113429825332,0.110008563099806,"212721","NW_019943024.1",1,7.6953945632616e-05,1,1
"chr019943024.1_212731",0.0625859644411353,2.81367421006042e-09,0.708138768990821,0.0168983891266288,0.022683409802955,0.695528058407877,"212731","NW_019943024.1",1,2.90933913320247e-05,1,1
"chr019943024.1_212751",0.758770045595264,1.95926771995692e-06,0.646356091432445,0.676263508615865,0.918652299409075,0.262644748906743,"212751","NW_019943024.1",1,0.0202588282243546,1,1
"chr019943090.1_105470",0.0234193275781762,2.11323571863276e-10,0.102167841778939,0.055353541378191,0.509704999680408,0.635911894698726,"105470","NW_019943090.1",1,2.18508573306628e-06,1,1
"chr019943090.1_105474",0.0267225655850531,1.76071913402779e-07,0.185347578820062,0.0661296662882723,0.340936925436161,0.707521156162789,"105474","NW_019943090.1",1,0.00182058358458474,1,1
"chr019943092.1_90090",0.0879015525890444,1.19185373045349e-07,0.701234902975547,0.000232743536872338,3.28305743857502e-07,0.030547855517767,"90090","NW_019943092.1",1,0.00123237675728891,1,1
"chr019943092.1_90142",0.530290585935495,1.54657063587146e-06,0.00308153160672975,3.89199730016228e-05,0.453244664162139,0.179404364680134,"90142","NW_019943092.1",1,0.0159915403749109,1,0.402432520836779
"chr019943092.1_90146",0.197797332606748,4.57937429797816e-06,0.694286835798652,0.0566868977526837,0.268225292055975,0.292458847951087,"90146","NW_019943092.1",1,0.0473507302410942,1,1
"chr019943092.1_90198",0.0104369518280487,5.22043629903613e-07,0.0220261787731011,0.164445792747732,4.37670906458455e-05,0.937254982399258,"90198","NW_019943092.1",1,0.00539793113320336,1,1
"chr019943142.1_72951",0.000374269868955161,1.60873498759186e-06,0.00917851672365467,7.02709899964979e-05,0.0164057069735838,8.98222504205834e-05,"72951","NW_019943142.1",1,0.0166343197716998,1,0.726602036563789
"chr019943183.1_252325",0.00226998176192167,2.61742761149495e-07,0.0919618233982634,0.19112419592072,0.532867857887937,0.0363285434216389,"252325","NW_019943183.1",1,0.00270642015028577,1,1
"chr019943183.1_252452",5.91323856314256e-07,6.18691200505703e-09,0.255006725610689,0.943942559637928,0.575052335297926,0.103917230352989,"252452","NW_019943183.1",0.00611428867428941,6.39726701322897e-05,1,1
"chr019943197.1_14869",0.000766692824753188,7.50467305422535e-16,0.350871282480919,4.01271756848441e-05,0.678050493934826,0.0910658975843866,"14869","NW_019943197.1",1,7.75983193806901e-12,1,0.414914996581288
"chr019943197.1_223349",0.11217647279116,1.1063008846752e-09,0.391404860514073,4.70161497477942e-05,0.276042447308825,0.430163400034965,"223349","NW_019943197.1",1,1.14391511475416e-05,1,0.486146988392192
"chr019943205.1_1418",3.95499327625273e-25,2.81131656595768e-14,0.379420279404351,0.0141691259329686,0.571313700187056,0.322800226090652,"1418","NW_019943205.1",4.08946304764532e-21,2.90690132920025e-10,1,1
"chr019943205.1_1598",9.25797786279011e-20,2.43906750247552e-13,0.843817884747026,0.49589953377304,0.999308719921583,0.304724450803855,"1598","NW_019943205.1",9.57274911012498e-16,2.52199579755969e-09,1,1
"chr019943280.1_19305",0.076376040326682,8.38872830971492e-10,0.00593311596036001,0.000352502969313268,0.0166388463848746,0.213927672063592,"19305","NW_019943280.1",1,8.67394507224522e-06,1,1
"chr019943349.1_50421",0.0216859475771578,6.29824758745401e-08,0.749225044260975,0.910497199060912,0.874859176024982,0.434789673386507,"50421","NW_019943349.1",1,0.000651238800542745,1,1
"chr019943575.1_5185",0.00140970064929041,1.1754332471522e-06,0.170876843258205,0.275899947734173,0.0359473687789234,0.792527366155635,"5185","NW_019943575.1",1,0.0121539797755537,1,1
"chr019943575.1_5237",0.230883317597839,2.2742209628565e-13,0.586294239715481,0.728760606778738,0.2653976342124,0.181028110838787,"5237","NW_019943575.1",1,2.35154447559363e-09,1,1
"chr019943575.1_5344",0.00688564183550677,4.55492591329588e-08,0.0297030581622894,2.80691399014691e-06,1.53209082882825e-06,0.0556949474284936,"5344","NW_019943575.1",1,0.000470979339434794,1,0.029023490658119
"chr019943575.1_17707",0.00220637082249262,4.24320389777303e-09,0.147711670331058,0.667330788327716,0.497310436334965,0.233316226640828,"17707","NW_019943575.1",1,4.38747283029731e-05,1,1
"chr019943617.1_82374",0.0199520292808943,2.09518961012049e-07,0.855628589336459,0.861262406746255,0.106363006394509,0.219939874350009,"82374","NW_019943617.1",1,0.00216642605686458,1,1
"chr019943662.1_46408",0.0444898189229476,6.41688789105934e-19,0.595498658845015,0.076028818110696,0.58589373990494,0.945493501029272,"46408","NW_019943662.1",1,6.63506207935536e-15,1,1
"chr019943690.1_15795",7.26399341166927e-05,2.76050883287702e-07,0.216705641115317,0.268261009132081,0.0343650122151399,0.797782348989345,"15795","NW_019943690.1",0.751096918766602,0.00285436613319484,1,1
"chr019943690.1_66703",0.00740674537465488,8.86343194404794e-07,0.00832102568815377,0.71980667541453,0.405018406952605,0.457309234822792,"66703","NW_019943690.1",1,0.00916478863014557,1,1
"chr019943690.1_66729",0.000217229266191493,4.56685304788843e-07,0.895347909233296,0.135365786972402,0.251698541127012,0.243466006573426,"66729","NW_019943690.1",1,0.00472212605151663,1,1
"chr019943757.1_9629",0.000346890901103971,8.09083099639616e-25,0.0233094476438746,0.122580563836818,0.0572612530594998,0.515550973119185,"9629","NW_019943757.1",1,8.36591925027363e-21,1,1
"chr019943757.1_9770",0.000270527802569159,6.04618068009218e-20,0.000548241454811163,0.603842288286129,0.0657262865209004,0.902540000140942,"9770","NW_019943757.1",1,6.25175082321532e-16,1,1
"chr019943912.1_70468",2.44481611850874e-05,3.082880205705e-36,0.55585079825019,0.116835728615373,0.451137598900314,0.395061558071954,"70468","NW_019943912.1",0.252793986653804,3.18769813269897e-32,1,1
"chr019943912.1_70596",0.00443177350692949,1.46056701495098e-09,0.658080886154773,0.895977356813255,0.846946896436125,0.582220441738477,"70596","NW_019943912.1",1,1.51022629345931e-05,1,1
"chr019943971.1_5655",0.120807912115136,1.19847439212734e-17,0.987516989175342,0.457460640764435,0.771143367167564,0.130036893710805,"5655","NW_019943971.1",1,1.23922252145967e-13,1,1
"chr019944000.1_20721",0.237088518417949,2.87811718248292e-11,0.71846925232851,0.0221686243755655,0.935672869155221,0.353300858669647,"20721","NW_019944000.1",1,2.97597316668734e-07,1,1
"chr019944098.1_80423",0.0659884394581159,5.20643903537778e-08,0.0840473131539979,0.526277252935892,0.0213760867119217,0.934869662970153,"80423","NW_019944098.1",1,0.000538345796258063,1,1
"chr019944098.1_80456",0.46145828623845,4.43467005005524e-07,0.225437242811738,0.0373301194714481,0.000424910191736169,0.160427713921439,"80456","NW_019944098.1",1,0.00458544883175712,1,1
"chr019944098.1_80504",0.0701419902160519,2.82635838584909e-06,0.51288202507668,0.00519325768561393,0.291065601818809,0.986195857272339,"80504","NW_019944098.1",1,0.0292245457096796,1,1
"chr019944098.1_80542",0.721863594348636,4.35991764819621e-06,0.506018771881653,0.269141430832926,0.378606350081491,0.209861496151077,"80542","NW_019944098.1",1,0.0450815484823489,1,1
"chr019944130.1_70500",0.14457827158478,3.0552435170425e-06,0.743698292397378,0.551597211055233,0.979942392533395,0.757335119543179,"70500","NW_019944130.1",1,0.0315912179662194,1,1
"chr019944133.1_28319",0.283564291320503,1.94088807361068e-06,0.99931443104942,0.00380130751913108,0.00593237991436609,0.249933693108949,"28319","NW_019944133.1",1,0.0200687826811344,1,1
"chr019944236.1_38431",0.156974735656475,4.55527254988489e-11,0.831795141834332,0.734120718282974,0.57976555369331,0.907136298319226,"38431","NW_019944236.1",1,4.71015181658098e-07,1,1
"chr019944236.1_38454",0.0943241847654708,4.75884082566374e-12,0.332460851049461,0.804256550092001,0.253527843003862,0.973784202876547,"38454","NW_019944236.1",1,4.92064141373631e-08,1,1
"chr019944312.1_178617",0.0117079213375861,1.15687926375131e-06,0.802334896166133,0.0022051607594803,0.646261277631388,0.972272792863817,"178617","NW_019944312.1",1,0.0119621315871885,1,1
"chr019944377.1_92399",0.0177255885143793,9.17412504795007e-07,0.24718075609879,0.49148147651275,0.0618708681628684,0.922910059004965,"92399","NW_019944377.1",1,0.00948604529958038,1,1
"chr019944377.1_92416",4.44239463855613e-07,1.13087142613254e-17,0.0398512205287624,0.0686274896185093,0.159286815849766,0.0783715661508314,"92416","NW_019944377.1",0.00459343605626704,1.16932105462105e-13,1,1
"chr019944377.1_92451",0.313780261388652,1.18207377743566e-06,0.528930391103476,0.192226449657599,0.673910288157811,0.830356149087434,"92451","NW_019944377.1",1,0.0122226428586848,1,1
"chr019944377.1_92503",0.534297627276817,7.35031431177466e-11,0.385189252876274,0.25109757989825,0.365219093394291,0.172863739972604,"92503","NW_019944377.1",1,7.600224998375e-07,1,1
"chr019944377.1_92506",0.171515033007082,3.5850916134074e-15,0.979064134226768,0.699081671903532,0.238373641807644,0.470703925627859,"92506","NW_019944377.1",1,3.70698472826325e-11,1,1
"chr019944377.1_92581",0.00456814402732741,2.24196199780304e-13,0.358723030177292,0.813864283552993,0.613812610324138,0.0197315429612498,"92581","NW_019944377.1",1,2.31818870572835e-09,1,1
"chr019944377.1_92600",0.288891152535441,1.03432342258013e-08,0.814785066290788,0.0546064002242282,0.85472304866227,0.116084759547609,"92600","NW_019944377.1",1,0.000106949041894785,1,1
"chr019944598.1_13804",0.268104095188561,2.34587792894765e-09,0.947454097986211,0.337156895343942,0.873425884183909,0.0899673267507453,"13804","NW_019944598.1",1,2.42563777853187e-05,1,1
"chr019944598.1_13869",0.127986164758062,7.72494906469652e-08,0.51463842482128,0.16863182640681,0.131904561910591,0.974527870963445,"13869","NW_019944598.1",1,0.00079875973328962,1,1
"chr019944970.1_136136",0.239371719133958,1.82356859424566e-06,0.465435787100706,0.0104298139158992,0.461376013204531,0.131765081497862,"136136","NW_019944970.1",1,0.0188556992645001,1,1
"chr019944970.1_136822",0.283141153658459,5.26717324666502e-07,0.91443953826226,0.39231358420951,0.0880070293598905,0.910534998268363,"136822","NW_019944970.1",1,0.00544625713705163,1,1
"chr019944970.1_136828",0.837277348709623,5.69125567897035e-13,0.600772943465171,0.189671323596647,0.149124781659076,0.615393180884814,"136828","NW_019944970.1",1,5.88475837205534e-09,1,1
"chr019944970.1_136843",0.984121828859743,2.12025597175666e-10,0.987272449233382,0.132405925518743,0.0125089808922047,0.970034205460094,"136843","NW_019944970.1",1,2.19234467479639e-06,1,1
"chr019944970.1_136848",0.935785310127678,2.70876655358492e-09,0.852508360911277,0.45013223630267,0.238239001882905,0.39897252707513,"136848","NW_019944970.1",1,2.80086461640681e-05,1,1
"chr019944970.1_136873",0.824488412447159,5.04261048056763e-20,0.518647326615744,0.0250264857257294,0.42234431484099,0.912204821608126,"136873","NW_019944970.1",1,5.21405923690693e-16,1,1
"chr019944970.1_136882",0.0496095115326204,5.31971396195021e-21,0.278323230147546,0.000632310410828581,0.438862878172595,0.985310443462985,"136882","NW_019944970.1",1,5.50058423665651e-17,1,1
"chr019944970.1_136885",0.784428870160579,8.37991785883193e-24,0.204573032240752,0.000744786498456208,0.30107551518755,0.912715168181512,"136885","NW_019944970.1",1,8.66483506603222e-20,1,1
"chr019944970.1_136920",0.0685151507744189,3.41681054754196e-15,0.225201703059646,0.570694503396362,0.459794901298947,0.0265974261912985,"136920","NW_019944970.1",1,3.53298210615838e-11,1,1
"chr019944970.1_136935",0.465136482084656,1.20636463291236e-10,0.0432022737620758,0.242726630848766,0.666273340250712,0.252233961728192,"136935","NW_019944970.1",1,1.24738103043138e-06,1,1
"chr019944970.1_136955",0.00247413850398401,2.91110889983563e-19,0.663669546902569,0.000619151325711636,0.766604016971538,0.283553401651419,"136955","NW_019944970.1",1,3.01008660243004e-15,1,1
"chr019944970.1_137007",0.271541240737534,2.38944631737839e-07,0.180412609334511,0.00368811965714468,0.214150682555318,0.969341684540143,"137007","NW_019944970.1",1,0.00247068749216925,1,1
"chr019944970.1_137028",0.812057168119337,5.49335308553014e-07,0.877808829217165,0.0569589647292434,0.39299640081466,0.628795076187587,"137028","NW_019944970.1",1,0.00568012709043816,1,1
"chr019944970.1_137063",0.971360585330644,1.41747394723643e-07,0.764610503419634,0.765648977674488,0.391975250722692,0.734986598989385,"137063","NW_019944970.1",1,0.00146566806144247,1,1
"chr019944970.1_137065",0.896450822956634,5.74615228147656e-07,0.747406570178565,0.944471588464748,0.933962775172319,0.515062835703928,"137065","NW_019944970.1",1,0.00594152145904676,1,1
"chr019944970.1_137077",0.0143129254513368,5.32676568258431e-29,0.411811509367165,0.275292720129956,0.944008877653874,0.170657568242456,"137077","NW_019944970.1",1,5.50787571579218e-25,1,1
"chr019944970.1_138160",0.0262610776132475,3.42733336163774e-06,0.0769808933356061,0.135462608282111,0.645476087767447,0.0454799137882151,"138160","NW_019944970.1",1,0.0354386269593342,1,1
"chr019944970.1_138188",0.792946650435391,3.43093972011401e-07,0.642539611830836,0.22303272430122,0.628495313030319,0.153849315545448,"138188","NW_019944970.1",1,0.00354759167059789,1,1
"chr019945143.1_22285",0.172272365429704,3.77176289836546e-08,0.0707306135111846,0.483464139588488,0.764136797849988,0.449881042468219,"22285","NW_019945143.1",1,0.000390000283690988,1,1
"chr019945199.1_65659",0.97855394267874,2.07291262687438e-06,0.976680231071208,0.237488294774911,0.636549543080913,0.10076365610648,"65659","NW_019945199.1",1,0.0214339165618811,1,1
"chr019945270.1_24985",0.036462735380657,1.36082031267663e-07,0.673085325791368,0.131433169704993,0.0384451474230655,0.229946302456735,"24985","NW_019945270.1",1,0.00140708820330763,1,1
"chr019945270.1_25005",0.000531107975773,1.07946777815243e-22,0.606566702435192,1.02630896722849e-10,0.000105499514044169,0.000107741851911454,"25005","NW_019945270.1",1,1.11616968260961e-18,1,1.06120347211426e-06
"chr019945359.1_40331",0.228520579873488,4.29854689245794e-08,0.320476789012651,0.000100870919700102,0.266672953686192,0.770198869114183,"40331","NW_019945359.1",1,0.000444469748680151,1,1
"chr019945439.1_6497",0.808388475678072,4.75713018246725e-14,0.0948417718420378,0.569799068479266,0.146729840401408,0.054749006544326,"6497","NW_019945439.1",1,4.91887260867114e-10,1,1
"chr019945476.1_12683",0.000140693264565063,2.41407462004921e-06,0.419068041720554,0.294860562460877,0.00570569021475211,0.352524326798045,"12683","NW_019945476.1",1,0.0249615315713088,1,1
