"Residue","Morph_pvalue","Timepoint_pvalue","Sex_pvalue","MorphXTimepoint_pvalue","MorphXSex_pvalue","TimepointXSex_pvalue"
"chr000861.1_6445",0.656826621382069,0.298103528094111,0.139280847620501,0.987096041739715,0.752370206740148,0.753237633601712
"chr000861.1_6446",0.162139067986112,0.44899381624206,0.974195555762911,0.783310473336382,0.573626627933165,0.272592143066333
"chr000861.1_6483",0.513242237701882,0.386061698249031,0.975938512225248,0.152852921829742,0.913529838402861,0.933569037356857
"chr000861.1_6484",0.0643525471647629,0.00834775377709738,0.602162918258406,0.00426627156217849,0.909085903096361,0.777479729046594
"chr000861.1_6548",0.353823729757681,0.318320850702542,0.576348100023799,0.177540158373664,0.478716979953857,0.108921701416598
"chr000861.1_6549",0.809798459921829,0.00878868482283928,0.3387636043535,0.997348200375479,0.888930267942119,0.944088442838318
"chr000861.1_7256",0.853088087469081,0.292248090290472,0.825884233337869,0.814709723009453,0.962226615937296,0.651159266651615
"chr000861.1_7257",0.39896097720776,0.195190547270415,0.574752896280142,0.835101709875277,0.975680075294299,0.604239254065585
"chr000861.1_7274",0.021662867703569,0.459463798807064,0.600299458994252,0.415341375884143,0.40589910481151,0.645861780470405
"chr000861.1_7275",0.111935082601468,0.0021895293662875,0.293439959177668,0.120082146224392,0.0776227149843961,0.916382873171665
"chr000861.1_7310",0.639819709873061,0.997596305707994,0.32983684044157,0.469755685881001,0.299707293873353,0.295433485123347
"chr000861.1_7311",0.318729610784392,0.0281631374779937,0.328316747948187,0.684207382960765,0.207690506682323,0.625595565739869
"chr000861.1_7328",0.447357388006558,0.685084737290736,0.730527907640807,0.579038722934225,0.380978793280713,0.872037989784924
"chr000861.1_7329",0.911422214700684,0.705835930285859,0.852904928846878,0.16739849570726,0.605023542574653,0.253991313749222
"chr000861.1_7355",0.30112861320402,0.806338939561487,0.718281618547277,0.55989780116252,0.00175267192718363,0.0417653592294324
"chr000861.1_7356",0.920883229371015,0.0172638440953144,0.399143968436821,0.0846021367879166,0.666425567732767,0.23074846440058
"chr000861.1_7374",0.86927806800883,0.508147320961937,0.932812494472393,0.925691360665699,0.796675505377004,0.518198069531982
"chr000861.1_7375",0.475074164652917,0.384624575593579,0.12374297434101,0.00687783468308682,0.450647910249404,0.959829392486963
"chr000861.1_7406",0.700344345716877,0.357924487229425,0.506888081583092,0.874827346286267,0.787863115425595,0.908943711943744
"chr000861.1_7407",0.0270854769267038,0.310326138067025,0.413710443847242,0.379879326992211,0.914091817842929,0.221281093547025
"chr000861.1_7418",0.669005792575731,0.415714202797865,0.910658296540063,0.945842596401518,0.978619248571375,0.815215840039005
"chr000861.1_7419",0.0217034078345566,0.00353961675431075,0.688925857326911,0.554921720705355,0.985082015755876,0.667369783032381
"chr000861.1_8575",0.739018346344003,0.99080674701317,0.713732357880866,0.950642310407742,0.654160867230109,0.691389735536937
"chr000861.1_8585",0.00196372922270698,0.0657298384135855,0.0351250503563919,0.0172016405425341,2.69253642479491e-08,0.0332918812033563
"chr000861.1_8606",0.376065931199084,0.84420327850645,0.174102062768781,0.458319827266314,0.48562672147009,0.921410963859819
"chr000861.1_8631",0.963399321106862,0.937567803658774,0.828638735101335,0.456092846546631,0.697830379143423,0.868878021492002
"chr000861.1_8636",0.0187491291233651,0.744711694809347,0.0191407093810448,0.927921889732513,0.526151910821821,0.245735712462134
"chr000861.1_8644",0.574365634831765,0.675044708600657,0.696126183463324,0.259586793539401,0.253514274279617,0.160460142266226
"chr000861.1_8649",0.740743695475759,0.184461054190573,0.510310936706168,0.137166808255382,0.859167646841613,0.660996163131974
"chr000861.1_8659",0.283269339816558,0.367065862903607,0.672900823974441,0.145665956133071,0.445494026612779,0.0973425291539135
"chr000861.1_8677",0.0804903902254269,1.15883983523425e-05,1,1,1,1
"chr000861.1_8682",0.0399247103724784,0.340415497907404,0.26221997708584,0.4622798979693,0.138744995684388,0.3577507902449
"chr000861.1_8704",0.95060085358326,0.142560914947113,0.577475836302319,0.103951927741673,0.000858527402944709,0.0293307807494559
"chr000861.1_8717",0.206529849253281,0.855789420843152,0.266571352244093,0.914911741442927,0.821385109557266,0.446553303725499
"chr000861.1_8747",0.204253997077538,0.186324303725767,0.262417421920283,0.0459733135258058,0.00150239457522527,0.032295881731272
"chr000861.1_8764",0.0117468290040846,0.257795493552137,0.0427748713427041,0.0322405802651669,1.15757607384301e-05,0.0101769315434796
"chr000861.1_8785",0.880322003330809,0.113927713478274,0.846625794680373,0.0641969803672405,0.813615208256687,0.363885605506451
"chr000861.1_8812",0.00321504261286928,0.201403850448461,0.753696126992461,3.03127524816947e-07,2.55408959934288e-14,0.0632861297615764
"chr000861.1_8833",0.275820194041551,0.420839194266486,0.197620154721065,0.0725969177154755,0.0133450677081769,0.0713119719931612
"chr000861.1_8842",0.189087680967094,0.266691437624922,0.487441001094005,0.0610152560218705,0.00347075960616245,0.00205594703090327
"chr000861.1_8893",0.903041091594157,0.0810079828964937,0.903356356525399,0.930238555026726,0.314859101118866,0.568111206446621
"chr000861.1_9849",0.0415586345497909,0.00833521125447859,0.0757245841381713,0.0148481239168018,0.444815891585828,0.383386093665613
"chr000861.1_15519",0.14841706126598,0.1929381971075,0.221786690782868,0.17027113995855,0.588226247476854,0.645942123090952
"chr000861.1_15987",0.246387892473708,0.189250951070906,0.250139403520272,0.986474187896406,0.154542155586049,0.179129337967461
"chr000861.1_16017",0.157363031552114,0.257998805736782,0.979303902129116,0.0813770728952994,0.0297498597117776,0.859479668774735
"chr000861.1_16020",0.823080591207791,0.105037839044825,0.00145273993185164,0.148848897581387,0.0552419170866323,0.00860911688038869
"chr000861.1_16023",0.463095325880352,0.0190143131338259,0.0130914133169703,0.573213203444609,0.406416898032235,0.00908662261384445
"chr000861.1_16052",0.721062423456239,0.0195396469639228,0.64004373883883,0.422538938934533,0.396551636948535,0.258472159813839
"chr000861.1_16068",0.765649977962856,0.144973070395903,0.780419232183431,0.23347515482195,0.925375038668096,0.782439449953555
"chr000861.1_16074",0.145499558533097,0.102960114017276,0.984650534456311,0.777283325299229,0.51709558692134,0.589455363027945
"chr000861.1_16113",0.976527560828561,0.479033506514221,0.10706702320803,0.677468277954669,0.456545073483692,0.309225743780719
"chr000861.1_16172",0.118975897849697,0.0251396562859981,0.430154206536388,1.45551389990554e-05,0.0675816050011674,0.174402128765512
"chr000861.1_16188",0.585916041035429,0.0612767154533291,0.194669935990601,0.67374040996069,0.575555836798678,0.591447860316623
"chr000861.1_16206",0.685410063082735,0.0220118205051987,0.0567293627690487,0.432202397999836,0.804193284827781,0.144494755921883
"chr000861.1_16222",0.556294286470693,0.579308566779228,0.789153498941814,0.53338342554949,0.979700586852552,0.0835257996682062
"chr000861.1_16254",0.0484787482264089,0.594695642468237,0.377638373215857,0.0133788903007791,0.902929656309663,0.642916914680436
"chr000861.1_16275",0.692035619924912,0.0189844266499956,0.19080232888534,0.350152905638609,0.00583931325556341,0.511753465258252
"chr000861.1_16292",0.0185246096256524,0.663897049479832,0.151506162074717,0.775687740898796,0.890802000850054,0.183159462486657
"chr000861.1_16315",0.339963977636844,0.820753577010382,0.180065696768021,0.363669897374798,0.396737400669135,0.0820947050146002
"chr000861.1_16317",0.253500156585302,0.260947765550312,0.112408057403702,0.635149076709015,0.286517701449572,0.34282469759724
"chr000861.1_16330",0.483097200336984,0.564910782859538,0.779228738729913,0.832080911975807,0.57837185257122,0.0429087334375514
"chr000861.1_16428",0.934030934868783,0.383776660949955,0.0871037599867537,0.0547084742518927,0.130889713782569,0.329141366621374
"chr000861.1_16473",0.972887425931876,0.625341316868409,0.636532341481588,0.961509778306753,0.913427485454468,0.647294708489488
"chr000861.1_16485",0.61692629099663,0.00391183181584009,0.0850715247657192,0.525339289932179,0.0674475741996643,0.159593923543798
"chr019942505.1_359169",0.290274439853534,0.196328028500937,0.269777741042211,0.112992742183039,0.678927355959053,0.698418152407494
"chr019942505.1_359170",0.735663302172804,0.324585266867782,0.266481231984097,0.845147918768696,0.549900279619351,0.649971896633682
"chr019942505.1_359181",0.910927637266163,0.994089686648417,0.132514253832246,0.756011954777777,0.895882784564185,0.284189890543698
"chr019942505.1_359182",0.0105234505593231,0.86201297121758,0.484393643552812,0.943763419165939,0.506638153380885,0.358470196668224
"chr019942505.1_359186",0.305121418171956,0.939635617819003,0.42611050044108,0.279046216509543,0.976262620299744,0.994136529692998
"chr019942505.1_359187",0.853352602443484,0.636857153744642,0.935374460172243,0.552671949103996,0.709998554009423,0.869569567464151
"chr019942505.1_359190",0.132399331324286,0.734125422098339,0.235436321569198,0.858462651898052,0.901457881826339,0.300849144954436
"chr019942505.1_359191",0.0500805454803574,0.241013710745142,0.744808902929327,0.417360495335097,0.793674558197813,0.954175914355569
"chr019942505.1_359201",0.779053141941071,0.606534066367299,0.0155311473718076,0.974577263312315,0.431679383038208,0.774540907726993
"chr019942505.1_359202",0.59281705465843,0.054635505687103,0.951794252303688,0.0575074552156044,0.164650521002182,0.660961198598723
"chr019942505.1_359224",0.623254455526828,0.026653056610166,0.361496805385508,0.646755051546039,0.154183113462784,0.450872195936411
"chr019942505.1_359225",0.60413921059417,0.00176540707950944,0.21023281841319,0.00031248851054962,0.307012155285062,0.783052019162001
"chr019942505.1_359258",0.979211303106257,0.794859639563762,0.297549744366121,0.57297635645509,0.757318534113261,0.615837586849487
"chr019942505.1_359259",0.631097182770996,0.00593855692381234,0.217026551201805,0.884490938633835,0.0724866053408545,0.561280353754213
"chr019942505.1_359273",0.989508876024451,0.252031266399902,0.852719594449511,0.247397448361594,0.854492771147517,0.982991368764564
"chr019942505.1_359274",0.293883585490928,0.0471085133148551,0.0451559056324735,0.760711137781052,0.471719620597548,0.56631040900697
"chr019942505.1_359301",0.083513129762351,0.0354674312451589,0.0358981180701732,0.651927345398074,0.200265937592018,0.311330613748315
"chr019942505.1_359302",0.0569956853271927,0.749676345052528,0.5461199382225,0.33550215481892,0.631109563030037,0.911562258172415
"chr019942505.1_359329",0.276016210410787,0.0230397357771803,0.981787559707391,0.154772274182704,0.787963490165219,0.472612415768983
"chr019942505.1_359330",0.0192234640067726,0.0810967232153833,0.894084931214489,0.0444562490544788,0.0489015195999484,0.321511935582049
"chr019942505.1_359357",0.898639549336254,0.119694020235045,0.0302440372105761,0.207114487659626,0.111129070681616,0.383936697755674
"chr019942505.1_359358",0.32839177199773,0.280975057306649,0.114804679743438,0.893843416091643,0.327220245978181,0.728831532050442
"chr019942505.1_383308",0.00419527270335907,0.0447508459912887,0.352254496388485,0.0388007713939777,0.766811299518238,0.562108056082285
"chr019942505.1_1433009",0.259400918170568,0.203975527567221,0.139625923696121,0.100532956043749,0.45997203689683,0.619309249179993
"chr019942514.1_186663",0.451448304497948,0.63286163985602,0.768739783197271,0.986523426487837,0.253283450748701,0.994668141242257
"chr019942514.1_186664",0.853883759889806,0.101599431753208,0.099211885990782,0.753259000497126,0.94838773224676,0.778181485013782
"chr019942514.1_186671",0.856693862871433,0.66432724978301,0.131527092327815,0.0310580991523184,0.948657493219038,0.0796294821753652
"chr019942514.1_186672",0.86371837814958,0.478191495836647,0.0987869108441953,0.857608707561713,0.693334926872864,0.836233558739773
"chr019942514.1_186684",0.000121127744566664,0.00402761367302438,0.682430656026681,0.379192076012787,0.0117286068758832,0.00064936241237973
"chr019942514.1_186685",0.351675525110926,0.440387954136303,0.844268732798422,0.0209086033050996,0.119407767152231,0.709758108897986
"chr019942514.1_186692",0.776569258602325,0.601386031446048,0.857876917110266,0.781088377672238,0.549657881271142,0.431523844206712
"chr019942514.1_186693",0.885692721356989,0.019346663344365,0.014710798912235,0.219146896542702,0.956177363265731,0.213259839384792
"chr019942514.1_186694",0.960490364777312,0.656068585238063,0.426552470890743,0.986522907009015,0.670411415523689,0.115509122196296
"chr019942514.1_186695",0.122249550420905,0.0847540329363644,0.8855987024254,0.282930724968823,0.163069159519174,0.864820457229075
"chr019942514.1_186697",0.0206504899513659,0.320454068534925,0.450355368846354,0.639583673582809,0.215321962504686,0.0362626731533406
"chr019942514.1_186698",0.313013559708416,0.293835071206134,0.259866053247476,0.396123814053118,0.630914092812303,0.462644945553881
"chr019942514.1_186723",0.605585917681085,0.726877307173461,0.235863412909104,0.701514278773151,0.339712995513936,0.113824527096068
"chr019942514.1_186724",0.640456724797776,0.024473220980329,0.894586810693766,0.383593848352066,0.926976411031916,0.566253439180372
"chr019942514.1_186734",0.471208903526376,0.0101333749747575,0.369028322656897,0.208546462790635,0.987139663875659,0.568887348225791
"chr019942514.1_186735",0.885525450901502,2.2274287568192e-05,0.904594349401763,0.0263932327331066,0.88203733134097,0.700250608974793
"chr019942514.1_186747",0.870071147820953,0.339230324737143,0.442540828818015,0.926446544148374,0.8754328871651,0.951706131878994
"chr019942514.1_186748",0.557556757070869,0.0014439930731119,0.660062899990042,0.545149490604682,0.750173172727224,0.580141835569498
"chr019942514.1_186750",0.480286688102212,0.931703867545035,0.57905246553454,0.689282886992162,0.0814341175493638,0.52419691187263
"chr019942514.1_186770",0.162604447996409,0.170174887862975,0.626835890158041,0.14185472434159,0.979569404653208,0.421090010977091
"chr019942514.1_186771",0.141292274903606,0.775574241523286,0.80082778809699,0.853998964192211,0.321074145862709,0.0452761444025333
"chr019942514.1_186777",0.691774306351178,0.911364145959657,0.681549693190999,0.800474785193307,0.254077919347485,0.524772292012751
"chr019942514.1_186778",0.00602545712965853,0.00551735588058967,0.630279875718675,0.12643925491618,0.13916766530997,0.294680134063095
"chr019942514.1_186779",0.350555497189361,0.334246254872888,0.909603168408912,0.0595673563202144,0.18268987964442,0.980505289414572
"chr019942514.1_186780",0.663780653150505,0.672819359731996,0.633297454908384,0.867248901417086,0.92224320755306,0.103860226472381
"chr019942514.1_186794",0.951809309979195,0.965654956174365,0.420906337377722,0.871006746262496,0.329011968340109,0.943341429714366
"chr019942514.1_186795",0.291358547030694,0.24314896018982,0.826333123011084,0.412297287368974,0.240949035559057,0.250844502059694
"chr019942514.1_186801",0.000221542481417037,0.411724300468329,0.447432376708626,0.0784382825025604,0.377475924689264,0.960911292341336
"chr019942514.1_186802",0.519393900706352,0.32401211448929,0.890259430772942,0.983772379810996,0.726789396382479,0.949908775498198
"chr019942514.1_186819",0.0451472362697726,0.431101023337224,0.467615921429294,0.965158762741024,0.819605708686955,0.302550602576793
"chr019942514.1_186820",0.444773198533379,0.0012868895076237,0.146411549629939,0.987662742559818,0.318981466004747,0.126123638558278
"chr019942514.1_186931",0.647241904992365,0.0158035142464131,0.407110017694967,0.454226522343542,0.158614741284372,0.957001149854119
"chr019942514.1_186936",0.0345876339478071,0.000229899426790008,0.733354832130868,0.0733182140853822,0.00859442646035186,0.0865567083187994
"chr019942514.1_186939",0.0718660673451839,1.58138269688867e-05,0.918956244011928,0.0221305333954664,0.610467402851242,0.348623651280573
"chr019942514.1_289870",0.819751492237072,0.0975998510101914,0.713180207487104,0.435549097709653,0.904728327176624,0.532030833348614
"chr019942514.1_603031",0.461204736444992,0.0471089257856011,0.458937074801966,0.373793341188691,0.859999494210975,0.16128215829628
"chr019942514.1_603034",0.443092619826795,0.928868559577235,0.899674121227364,0.560403506140241,0.974727547144871,0.853175986635645
"chr019942514.1_603055",0.473499054296811,0.153911025957279,0.711679702044027,0.042350837210928,0.0717625438228819,0.0702078105351906
"chr019942514.1_603231",0.132236190047645,0.659089545062161,0.928499063717789,0.768579813515011,0.839771677884854,0.259904308304926
"chr019942514.1_603237",0.673547984259266,0.607030552531855,0.780855096909912,0.052974765599205,0.78786853787713,0.122144962392421
"chr019942514.1_603264",0.414422711609843,0.995966737662488,0.0280645019158917,0.790094305374155,0.442542234593725,0.740117607599628
"chr019942514.1_1436383",0.853963942596902,0.307007338766724,0.373414076062496,0.157441830146887,0.398827064823341,0.31360982043931
"chr019942514.1_1436388",0.715340931917112,0.0598763699758214,0.223978664027929,0.736694354128264,0.898522093593341,0.384229361447828
"chr019942514.1_1436412",0.222269010476035,1.02600891728222e-06,0.0409939575308718,0.851195027729333,0.011589385128588,0.350731462660869
"chr019942514.1_1436449",0.00114891570809872,8.25514581655636e-09,0.577003700674276,0.220533311264255,0.120308474588105,0.18345994930625
"chr019942514.1_1436459",0.815709603766268,0.768529049395579,0.891436162425832,0.964885784323762,0.482648675382327,0.942478187994311
"chr019942514.1_1436495",0.928846137543804,1.06827701721544e-05,0.481661360413405,0.559268931218403,0.213287091872659,0.297085517151745
"chr019942514.1_1436504",0.55597452760514,0.627897199832367,0.473995912216691,0.975762479525814,0.893096803230546,0.425823326999015
"chr019942514.1_1436516",0.938668312454048,0.113728399372789,0.334670324868893,0.692383363029893,0.65652647977615,0.227516674873841
"chr019942514.1_1436537",0.418338702235897,0.000953434122300979,0.904309909873821,0.2101818550476,0.118171666301572,0.301450960007972
"chr019942514.1_1436578",0.283456200580579,0.149933538654105,0.150533713182285,0.157057692402068,0.955168385817247,0.525417784565731
"chr019942514.1_3964976",0.288080485595642,0.000489308394381345,0.365739762167771,0.772256742934177,0.870421446615048,0.395312928052079
"chr019942531.1_433579",0.924214509639256,0.0107119246380372,0.474184247248813,0.677610737354205,0.917443625908662,0.73612227870084
"chr019942531.1_433605",0.0748999522187835,0.0387672775722786,0.00607392891103352,0.431899845325281,0.995235938896631,0.220342834823078
"chr019942531.1_433639",0.0392699771800747,0.028698079509827,0.310137869342103,0.375374595087823,0.794135262405451,0.553173899027953
"chr019942531.1_433682",0.30874967876021,0.313692190552291,0.86839018340156,0.726324976291872,0.867393930187179,0.141785606471648
"chr019942531.1_433716",0.468521653404577,1.50187104782409e-11,0.152638494542715,0.00076656883297821,0.0700515588163032,0.485546581154073
"chr019942531.1_433770",0.389479780892799,0.0211290887464968,0.463774286935051,0.653199362121221,0.979719675552203,0.79670558951209
"chr019942531.1_504714",0.00656970680439676,0.00333507371286687,0.536091133609519,0.787728278595779,0.566472503224062,0.412844653991115
"chr019942531.1_504727",0.150393109464549,0.00494040014167557,0.270176205068748,0.444855772339128,0.882792355037566,0.995759279780086
"chr019942531.1_504745",0.218570526420341,0.000269556859733772,0.892124358563149,0.492211671917215,0.253615864177944,0.413080187046497
"chr019942531.1_504763",0.0579171309564724,0.00462139515042526,0.340989235296203,0.26631919613293,0.715032313213077,0.304274605609718
"chr019942531.1_504799",0.0158412035593939,0.0019626003217252,0.137804911164026,0.650434384839717,0.124681670392624,0.0719983657028241
"chr019942531.1_504835",0.0470711589105524,1.29950508334413e-06,0.250431567849784,0.296283795667552,0.729916276474857,0.907175479595178
"chr019942531.1_504853",0.00234377800005933,5.24321304140325e-07,0.839021276178644,6.74591747018811e-05,0.810136026910585,0.310214540395095
"chr019942531.1_504886",0.00995460788124359,0.00880491419306842,0.723804492510126,0.947611170000071,0.0381727482403215,0.771218150095952
"chr019942531.1_504897",0.0141581381231187,0.00115288788276646,0.164646265609629,0.108379844450543,0.0312739837474648,0.60732664970702
"chr019942531.1_504900",0.30968043133151,0.74967622250844,0.857693301402812,0.740751382907215,0.389621328304087,0.739379477703171
"chr019942552.1_246521",0.826508882102957,0.236235962240698,0.860337992693277,0.127296589530231,0.792525628898618,0.812316659476881
"chr019942552.1_246562",0.210333951179236,0.236814611686144,0.808663149068355,0.920437202546618,0.631423810264061,0.578305696840769
"chr019942552.1_246573",0.189647016308497,0.0276140906403667,0.810358459756369,0.420841770010567,0.0520949602978569,0.679552159009923
"chr019942552.1_246598",0.832127482218995,0.27381485801563,0.173154784225943,0.054617033827784,0.298744415508219,0.336050897441652
"chr019942552.1_246636",0.111580667989222,0.81247902643273,0.646260974297876,0.00554516177812142,0.277295128373866,0.742366362235235
"chr019942552.1_246653",0.890026560194151,0.616238896063152,0.390049566228165,0.800395062569951,0.400283060757064,0.801817171710465
"chr019942552.1_246679",0.550909422305716,0.71693951140926,0.421778386348603,0.658774592834981,0.920054452533521,0.713352902256202
"chr019942552.1_246683",0.915368990580442,0.23134098507285,0.646052231156346,0.948188224944495,0.184060785417141,0.807293324986557
"chr019942552.1_246767",0.958064746918382,0.0184072030519596,0.340284727799745,0.143656123020548,0.597829166059594,0.77265479094329
"chr019942552.1_246779",0.698641208682649,0.51837022920445,0.54335226557616,0.796551892685523,0.942663193958799,0.61215434438919
"chr019942552.1_246805",0.0280427180227722,0.115822128331668,0.452896219304053,0.0546376622202597,0.608857206679224,0.146030020810889
"chr019942552.1_246812",0.964277294226025,0.217165884928339,0.253905525661632,0.0900262113961619,0.229028333792921,0.773805245494172
"chr019942552.1_246819",0.358490156959133,0.712552608257496,0.663849392060392,0.264952445050814,0.631787107478755,0.640707273960145
"chr019942552.1_414133",0.596928262773523,0.912562515251431,0.96316576191013,0.251698884762896,0.436152165412798,0.356686081624667
"chr019942552.1_414153",0.0644746758294294,0.939249565552511,0.725726091285015,0.367139347484274,0.693797237247616,0.960225404468196
"chr019942552.1_414172",0.0439752754668553,0.00836407070261165,0.0291470224482851,0.0139413348384058,0.298512178539247,0.0246025334461248
"chr019942552.1_414178",0.598963247029785,0.0371477084463594,0.0455575402871435,0.173734241684786,0.300949071463314,0.552098804493358
"chr019942552.1_414183",0.121872551127202,0.212440815680692,0.0566162702092461,0.92680523318292,0.495749354485682,0.0381301490069701
"chr019942552.1_414207",0.548049714571477,0.149720469515537,0.533846842747957,0.751149610233578,0.992385714836203,0.974335872727907
"chr019942552.1_414213",0.836199620161918,0.0304441142333501,0.0641532614342129,0.848390421896588,0.702855721376102,0.81418369310243
"chr019942552.1_414265",0.402873393407594,0.646603923581772,0.23117032020986,0.311800175840238,0.0869097125733509,0.112821835271694
"chr019942552.1_414276",0.104583655537875,0.180422169676405,0.410268989659023,0.00140916986852487,0.204259963871844,0.448219563707743
